week_start,week_idx,month,week_of_year,spend_meta,spend_google,spend_influencer,spend_email_sms,spend_affiliate,spend_tv_ooh,festive_flag,payday_week,sale_event_flag,promo_flag,avg_price,discount_rate,coupon_usage_pct,impressions_meta,clicks_meta,ctr_meta,cpc_meta,impressions_google,clicks_google,ctr_google,cpc_google,impressions_influencer,clicks_influencer,ctr_influencer,cpc_influencer,impressions_affiliate,clicks_affiliate,ctr_affiliate,cpc_affiliate,email_sends,email_opens,email_open_rate,grps_tv_ooh,website_sessions,direct_traffic,branded_search_index,category_search_index,app_installs,consumer_confidence,stock_out_flag,delivery_delay_flag,units_sold,orders,returns_pct,avg_order_value,gross_revenue,revenue,calendar_festive_window,festive_flag_mismatch
2026-04-27,121,4,18,212210.0,149987.0,136339.0,16158.0,32357.0,92007.0,0,0,0,0,1045.0,4.5,7.4,1814169.0,21501.0,1.19,9.87,559109.0,27774.0,4.97,5.4,2051262.0,17020.0,0.83,8.01,569784.0,10516.0,1.85,3.08,32316.0,6374.0,19.72,9.7,30087.0,8966.0,108.3,104.5,381.0,95.5,0,0,8891.0,7687.0,3.6,1113.0,8872996.0,8553568.0,0,0
2026-05-04,122,5,19,214917.0,198339.0,49353.0,16233.0,42082.0,62588.0,0,1,1,1,1046.0,23.8,36.2,1967278.0,21544.0,1.1,9.98,807277.0,33792.0,4.19,5.87,659668.0,5219.0,0.79,9.46,820834.0,16519.0,2.01,2.55,32466.0,7383.0,22.74,7.2,30101.0,7236.0,108.3,103.9,384.0,95.8,0,0,9598.0,8163.0,3.6,903.0,7650105.0,7374701.0,0,0
2026-05-11,123,5,20,286446.0,115453.0,55964.0,16486.0,45774.0,117748.0,0,0,1,1,1043.0,19.2,28.5,2443780.0,27526.0,1.13,10.41,460490.0,19769.0,4.29,5.84,693575.0,4973.0,0.72,11.25,674047.0,12509.0,1.86,3.66,32972.0,8523.0,25.85,13.3,28937.0,8044.0,103.6,104.8,366.0,95.1,0,0,9341.0,7978.0,4.2,945.0,7872072.0,7541445.0,0,0
2026-05-18,124,5,21,251899.0,134179.0,49667.0,14368.0,47943.0,118400.0,0,0,0,0,1044.0,1.6,2.4,2097141.0,20010.0,0.95,12.59,532427.0,19174.0,3.6,7.0,769824.0,7026.0,0.91,7.07,782266.0,14687.0,1.88,3.26,28736.0,6019.0,20.95,15.7,29570.0,8388.0,105.4,104.0,482.0,96.7,0,0,9267.0,8278.0,5.1,1091.0,9519952.0,9034434.0,0,0
2026-05-25,125,5,22,224071.0,164959.0,66078.0,18540.0,54905.0,80948.0,0,0,0,0,1041.0,4.1,6.5,2075551.0,17562.0,0.85,12.76,653829.0,27120.0,4.15,6.08,1035773.0,7122.0,0.69,9.28,881842.0,15410.0,1.75,3.56,37080.0,8486.0,22.89,10.7,32106.0,8197.0,101.4,104.9,526.0,97.6,0,0,9285.0,8033.0,5.0,1096.0,9269392.0,8805922.0,0,0
2026-06-01,126,6,23,296210.0,154344.0,102069.0,0.0,49501.0,114970.0,0,1,1,1,1055.0,17.6,23.2,2725528.0,30526.0,1.12,9.7,622689.0,27996.0,4.5,5.51,1585402.0,12175.0,0.77,8.38,704515.0,16402.0,2.33,3.02,0.0,0.0,0.0,13.1,30958.0,7334.0,100.2,105.8,411.0,97.8,0,0,9261.0,7841.0,4.2,984.0,8050773.0,7712640.0,0,0
2026-06-08,127,6,24,153017.0,131499.0,105450.0,13610.0,74576.0,84324.0,0,0,0,0,1036.0,1.6,2.8,1457046.0,16663.0,1.14,9.18,562916.0,28323.0,5.03,4.64,1450854.0,12243.0,0.84,8.61,1352968.0,30751.0,2.27,2.43,27220.0,5965.0,21.91,10.3,29064.0,6833.0,104.9,102.8,378.0,97.4,1,0,7423.0,6575.0,4.3,1101.0,7567184.0,7241795.0,0,0
2026-06-15,128,6,25,175967.0,138305.0,96976.0,0.0,44510.0,57963.0,0,0,0,0,1039.0,5.3,8.9,1905387.0,24232.0,1.27,7.26,617683.0,25339.0,4.1,5.46,1367010.0,11135.0,0.81,8.71,725959.0,15486.0,2.13,2.87,0.0,0.0,0.0,6.0,27966.0,8069.0,109.5,98.3,339.0,99.2,0,0,8947.0,7662.0,4.5,1097.0,8803249.0,8407102.0,0,0
2026-06-22,129,6,26,164201.0,108120.0,53855.0,23217.0,42154.0,102207.0,0,0,0,0,1044.0,2.6,3.7,1526220.0,20272.0,1.33,8.1,432402.0,23740.0,5.49,4.55,816916.0,7710.0,0.94,6.98,745392.0,18888.0,2.53,2.23,46434.0,9413.0,20.27,12.2,29458.0,7684.0,106.2,102.0,420.0,98.9,0,0,8899.0,7753.0,3.2,1130.0,9049002.0,8759433.0,0,0
2026-06-29,130,6,27,142855.0,105296.0,58239.0,24690.0,35010.0,117848.0,0,0,0,0,1050.0,2.7,4.6,,,,,,,,,,,,,,,,,,,,,,,,100.3,,97.2,0,0,9221.0,8018.0,4.4,1123.0,9420294.0,9005801.0,0,0
2026-07-06,131,7,28,158182.0,114711.0,49651.0,20110.0,28217.0,123477.0,0,1,0,0,1038.0,6.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,101.2,,99.8,0,0,9033.0,7855.0,3.2,1086.0,8813644.0,8531608.0,0,0
2026-07-13,132,7,29,160395.0,107353.0,56347.0,17450.0,25146.0,106853.0,0,0,0,1,1038.0,16.2,24.2,,,,,,,,,,,,,,,,,,,,,,,,100.3,,96.3,0,0,9516.0,8275.0,3.8,962.0,8277188.0,7962655.0,0,0
